open;close
80.9391000;80.4140000
80.4680000;81.8220000
81.8030000;81.8890000
81.8890000;81.9610000
80.8820000;81.8537000
81.8720000;82.9980000
83.0030000;82.8270000
82.8260000;83.1960000
83.2236000;82.5450000
82.4499000;82.4630000
82.1540000;82.0450000
82.3820000;82.4408000
82.4600000;81.9630000
81.9630000;81.7540000
81.7520000;81.8730000
81.8740000;83.3820000
83.6680000;83.1960000
83.0711000;82.2920000
82.2920000;82.6864000
82.6862000;82.1090000
82.1090000;83.0061000
83.0270000;82.9960000
82.9510000;82.6890000
82.7340000;84.2243000
84.2360000;83.4540000
83.4540000;83.8395000
83.9140000;83.3060000
83.5930000;85.5930000
85.8180000;84.9030000
84.9030000;84.0360000
84.0360000;83.9840000
83.9300000;83.7530000
83.7100000;83.1790000
83.1780000;83.6860000
83.3480000;83.3130000
83.4620000;83.8342000
83.8690000;83.4230000
83.4400000;83.2710000
83.6320000;83.1060000
83.1050000;83.0470000
83.0570000;83.0310000
83.0190000;82.8316000
82.8410000;82.9781000
83.0150000;83.0436000
83.1002000;83.7400000
83.5630000;83.2090000
83.3570000;83.3970000
83.4020000;83.4340000
83.4340000;83.8110000
83.8200000;83.3154000
83.3146000;82.9640000
82.9237000;83.3420000
83.2998000;83.0350000
83.0330000;83.1410000
83.1620000;83.3300000
83.3190000;84.0790000
84.0380000;84.4430000
84.1460000;85.3770000
85.1490000;85.0930000
84.9760000;83.7870000
84.1480000;84.8443000
84.8425000;86.5580000
86.6240000;86.1980000
86.0570000;85.7130000
85.9770000;85.5564000
85.5505000;84.6951000
84.7174000;84.5419000
84.5700000;85.2180000
85.2180000;87.3160000
87.3545000;87.0170000
87.0180000;86.9792000
86.9807000;86.9260000
86.9040000;87.1880000
87.1890000;86.5390000
86.5410000;86.6190000
86.6400000;88.0310000
87.7700000;87.7430000
87.7430000;89.0630000
88.9247000;89.0010000
89.0040000;89.2330000
89.2430000;86.9126000
86.9157000;87.2770000
86.7890000;87.0501000
87.0594000;86.6530000
86.7371000;86.4330000
86.3440000;85.9760000
85.9747000;87.5080000
87.1700000;86.5700000
86.7350000;86.8854000
86.8870000;86.2302000
86.2310000;85.6490000
85.6520000;85.2540000
85.2530000;85.5210000
85.5210000;87.5060000
87.5140000;88.0990000
88.1370000;86.3817000
86.3900000;85.6170000
85.6170000;85.5270000
85.5610000;86.6080000
86.6030000;87.6890000
87.5490000;88.3170000
88.3170000;90.7600000
90.7590000;89.1920000
89.4130000;91.6923000
91.6904000;95.0022000
95.0071000;94.5760000
94.2770000;93.7442000
93.7598000;119.4770000
117.6910000;120.7800000
122.3990000;114.2060000
114.1800000;121.3110000
121.3000000;113.9690000
147.5120000;151.3490000
145.7370000;141.6434000
138.1030000;132.8667000
132.7020000;131.0645000
141.4450000;145.3990000
145.3040000;131.3310000
131.4340000;118.7480000
119.7660000;111.1971000
107.5390000;113.2000000
113.2210000;116.5830000
117.6130000;111.6540000
111.6600000;117.5110000
117.2120000;116.9190000
116.7820000;106.4670000
106.7000000;113.3930000
112.5230000;112.0150000
110.7644000;110.7680000
110.4050000;106.1060000
105.2190000;98.6084000
98.2670000;93.1890000
92.9580000;90.4950000
90.4420000;94.7330000
92.8020000;93.0300000
94.7540000;91.9010000
91.6470000;91.6120000
91.6130000;89.4970000
92.3990000;86.0870000
86.0950000;87.3440000
85.2350000;87.7760000
87.3820000;90.8170000
90.8210000;92.3650000
92.4440000;89.8600000
89.8690000;89.3830000
89.3290000;89.6110000
90.0040000;90.0180000
90.0030000;90.5340000
90.5130000;87.3770000
87.1200000;89.7770000
89.7830000;87.6170000
87.6380000;83.3880000
83.8410000;83.5790000
83.5410000;81.1310000
80.7410000;80.3870000
80.8920000;77.9520000
78.0510000;76.3247000
76.4590000;75.6350000
75.3130000;77.3183000
79.1160000;74.2030000
74.3180000;71.7651000
71.6820000;70.2270000
70.2500000;68.3190000
68.3260000;72.1270000
73.2018000;73.1740000
71.8690000;72.8330000
73.7190000;73.1960000
73.5520000;70.1810000
70.1600000;67.1340000
67.8370000;67.3320000
69.1064000;69.1064000
67.4300000;67.4330000
68.5360000;68.5460000
69.0720000;67.2060000
67.2880000;65.6721000
65.6744000;65.4910000
64.2920000;64.2622000
63.5348000;62.9520000
62.5470000;62.1966000
60.5103000;65.1710000
64.1488000;68.9390000
69.4450000;70.5560000
71.2979000;71.3580000
71.4176000;68.9175000
68.9220000;67.3480000
65.9585000;67.6200000
68.7330000;68.2530000
68.3770000;67.9020000
67.7940000;67.9720000
68.0910000;65.6280000
65.7210000;66.0870000
65.0323000;65.1080000
65.3560000;61.5690000
62.7117000;58.0040000
61.2690000;61.2500000
61.1100000;60.1250000
59.9500000;60.8130000
61.0030000;59.7381000
61.8680000;61.6881000
59.4776000;61.6470000
57.7440000;59.5260000
59.5390000;58.3470000
57.6220000;56.7420000
56.5298000;57.0500000
56.1450000;57.2846000
59.0130000;57.2040000
56.2994000;56.2929000
55.9233000;58.0910000
56.4724000;57.2831000
54.5119000;54.2285000
55.1558000;57.4840000
53.8631000;57.4560000
58.1910000;56.2339000
56.3700000;58.3088000
57.3341000;64.1620000
64.3490000;64.7220000
64.6620000;64.0851000
64.0945000;64.8620000
66.0148000;65.9770000
65.9730000;65.2870000
59.3199000;58.5519000
58.5666000;58.6124000
58.5939000;58.3759000
58.3642000;56.9850000
55.9950000;56.0470000
56.0520000;57.7795000
57.0645000;57.8290000
57.8480000;56.9368000
56.2760000;59.2456000
59.2220000;59.3470000
59.3530000;59.3690000
59.3270000;59.7880000
59.0467000;60.8960000
61.3456000;60.5900000
60.5350000;63.6920000
61.9969000;63.6500000
63.6100000;63.5760000
63.0926000;63.0840000
63.9980000;61.9960000
61.5530000;62.6100000
62.2510000;61.6782000
62.3020000;61.6040000
61.6040000;61.5133000
61.5169000;63.0730000
63.0140000;61.6818000
61.6751000;63.2818000
62.0892000;62.5147000
62.5188000;63.0840000
62.3610000;63.0310000
63.3290000;62.4910000
62.4410000;62.4795000
61.9189000;61.4968000
61.5550000;60.4689000
60.3400000;59.7250000
59.7100000;59.6490000
59.6620000;59.7179000
59.7450000;60.0650000
59.9670000;59.5727000
59.5727000;59.9890000
59.9800000;60.0730000
60.0790000;59.9200000
59.9280000;61.6911000
61.7770000;60.0314000
60.1630000;60.3370000
60.3290000;59.9190000
59.9160000;60.0030000
59.8726000;59.6810000
59.7510000;60.5430000
60.2480000;60.6350000
60.6480000;62.4370000
62.3890000;61.4335000
60.3170000;60.8160000
60.4080000;60.9340000
62.6100000;60.9240000
61.1890000;61.7250000
61.7560000;59.5627000
59.5525000;59.4990000
59.5073000;60.4960000
60.5720000;60.5590000
60.0591000;60.2073000
60.2097000;61.9980000
61.1970000;60.5593000
59.5623000;58.8090000
59.1898000;56.0820000
55.4600000;55.6970000
55.7130000;56.1621000
56.0445000;56.4810000
55.7708000;56.2940000
55.7260000;56.4960000
56.4310000;58.9320000
58.4880000;58.9810000
58.9870000;57.0003000
57.0119000;58.8776000
58.8764000;59.8110000
59.8150000;59.1997000
59.2239000;60.5530000
62.6190000;62.5676000
59.6040000;61.3180000
61.2620000;63.5147000
61.6196000;63.9590000
63.9160000;63.2150000
62.2160000;60.9060000
60.5060000;61.0180000
61.0160000;61.0570000
61.1040000;61.1200000
60.7330000;60.2810000
59.5550000;60.0560000
60.1010000;60.6240000
60.7640000;60.7750000
60.5040000;60.7210000
60.5510000;61.0630000
60.6920000;61.7860000
61.7630000;61.1150000
61.1060000;61.3150000
61.2530000;61.2390000
61.2760000;61.3630000
61.3390000;62.5920000
62.6040000;60.6250000
59.6910000;60.9070000
60.9190000;61.7540000
60.5330000;61.5470000
61.5470000;63.3060000
63.2970000;61.1790000
61.3500000;61.5680000
62.0490000;61.5960000
61.5770000;62.6880000
62.7320000;61.5250000
61.5200000;63.6200000
63.6230000;63.3640000
63.6450000;63.4920000
63.5000000;63.1360000
63.1220000;62.4190000
62.3270000;62.3890000
61.9840000;62.1230000
62.1210000;62.6470000
62.6770000;63.1950000
63.2430000;63.0490000
63.0510000;63.1530000
62.9200000;62.8780000
62.3430000;63.0410000
63.0430000;62.8000000
62.8060000;63.3890000
63.3880000;64.2620000
64.4370000;64.9210000
65.8640000;64.8440000
64.8780000;65.6550000
64.8340000;65.3370000
65.3080000;65.5060000
65.1340000;66.7220000
66.7400000;65.8860000
65.8480000;65.7890000
65.7310000;66.3250000
66.5620000;66.5620000
67.1750000;69.4940000
68.9890000;68.9890000
68.9340000;68.9340000
68.7500000;67.7520000
68.7380000;71.7950000
71.9600000;74.6330000
76.2010000;75.6990000
75.7060000;72.1050000
72.6210000;73.3780000
73.3800000;73.3710000
72.2180000;72.7360000
73.4080000;74.7330000
74.7680000;77.7170000
77.6980000;79.1310000
79.1470000;78.6790000
78.9320000;78.6600000
78.9020000;76.2580000
75.6160000;77.1320000
77.2150000;76.3390000
76.0760000;74.8560000
75.9350000;77.1720000
77.3040000;77.2310000
76.2840000;74.5130000
74.4900000;74.7030000
74.3250000;73.4590000
75.6520000;73.5940000
73.5990000;74.6630000
74.7340000;74.7340000
74.8140000;74.7760000
74.7700000;73.9120000
74.0620000;74.3140000
74.1820000;75.1840000
75.1780000;75.0410000
73.0070000;74.2900000
74.1880000;75.5950000
75.5960000;75.6070000
75.6010000;75.7030000
75.6860000;75.7040000
75.7210000;76.8580000
75.7730000;75.7710000
74.7520000;75.8440000
75.8840000;76.4020000
75.6300000;76.8250000
76.8480000;76.4130000
76.9800000;76.2440000
75.1510000;76.2500000
76.2440000;76.9120000
76.9170000;77.3680000
76.2120000;77.2040000
77.1920000;78.4220000
78.2230000;78.0580000
78.0330000;78.5240000
78.5350000;78.7530000
78.7580000;79.0890000
79.1350000;79.6930000
79.5710000;79.1320000
78.3150000;78.9310000
78.2590000;78.5070000
77.9650000;79.7580000
79.5040000;79.8190000
79.4540000;79.7670000
79.3780000;80.1410000
80.1750000;80.1640000
80.2200000;79.1890000
79.1920000;78.9900000
78.9680000;80.2770000
80.2630000;79.5300000
80.0240000;80.4330000
80.5010000;80.4350000
80.4350000;80.3580000
80.3510000;79.7430000
79.7100000;80.2360000
80.2370000;80.2610000
80.3790000;81.0640000
80.3900000;80.3470000
81.2030000;81.0400000
80.9140000;81.0310000
81.2970000;80.4930000
80.5850000;81.1990000
81.2030000;82.0760000
81.1240000;81.1260000
81.1590000;83.0590000
83.0800000;82.8680000
83.1570000;83.6070000
83.5450000;81.8990000
82.2450000;83.1510000
82.0800000;82.2030000
83.2080000;82.6100000
83.2060000;82.9860000
83.0190000;83.8690000
83.8130000;84.2620000
84.2930000;84.5630000
83.4640000;83.1770000
84.2380000;84.6570000
85.7160000;85.8120000
87.0110000;87.4340000
87.4370000;88.6310000
88.8210000;87.8420000
87.8540000;87.8620000
88.9950000;88.6710000
88.7810000;88.7400000
88.6090000;90.3070000
90.1500000;90.2580000
90.3520000;90.4390000
90.4290000;90.3930000
89.6990000;89.6320000
89.5700000;89.7500000
89.7290000;88.3780000
89.5460000;89.4200000
89.6180000;89.9900000
90.0070000;89.9990000
89.5940000;90.0420000
90.0970000;88.6030000
89.6630000;90.3100000
90.3440000;90.2480000
90.3000000;87.5300000
88.1430000;88.0590000
88.5680000;87.4590000
87.4870000;88.2220000
88.1940000;87.9890000
88.0960000;86.6650000
86.5150000;85.7270000
85.5490000;85.4680000
85.5420000;85.2360000
85.5280000;83.5710000
83.5840000;84.0500000
84.0400000;83.9260000
83.9550000;86.7090000
86.7170000;87.4260000
87.4650000;86.4240000
86.4630000;86.6220000
86.5460000;86.5500000
87.0600000;87.1260000
86.6590000;85.9130000
87.0540000;86.3370000
86.3550000;86.1380000
86.1090000;85.8190000
85.8160000;85.1290000
84.6840000;85.9400000
85.9990000;80.6770000
80.6730000;87.1660000
87.1620000;87.1740000
87.0810000;86.5120000
86.5170000;86.5200000
86.4320000;86.3310000
86.3270000;87.0820000
87.0670000;87.2820000
87.4730000;88.4190000
88.3910000;88.9070000
87.8370000;87.8390000
88.8510000;90.2100000
90.2860000;89.8210000
91.2210000;89.9880000
89.9860000;90.2790000
91.4040000;91.8010000
